source,section,family,record_kind,scenario,k,method,objective_kind,status,fingerprint,start_policy,operating_mode,horizon,warmup,validation,time_limit,variables,rows,movement_variables,passenger_variables,build_seconds,network_seconds,prepare_seconds,solve_seconds,served,unserved,relative_gap,termination,timestamp,git_commit,root_lp_certified,ub,ub_field,lb,lb_field,time,time_field,waiting,maximum_wait_seconds,diagnostic_headway_feasible,diagnostic_headway_violation_count,exported_trajectory_count,objective_semantics,curve_basis,curve_samples,curve_units,first_ub,first_ub_time,first_lb,last_ub_improvement_time,last_lb_improvement_time,curve_end,curve_best_ub,curve_best_lb,ub_improvements,ub_at_30s,lb_at_30s,ub_at_60s,lb_at_60s,ub_at_120s,lb_at_120s,ub_at_300s,lb_at_300s,solver_policy_time_limit_seconds,solver_policy_threads,ub_at_600s,lb_at_600s,ub_at_1800s,lb_at_1800s,ub_at_3600s,lb_at_3600s,model_stats_variables,model_stats_constraints,primary_lower_bound,primary_upper_bound,secondary_lower_bound,secondary_upper_bound
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_full_demand_fixed_k_hybrid_screening/policies/skip_stop/k38/five_station_circle_cw_full_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_full_skip_no_wait_headway_b_v0,38,exact_root_column_generation,journey_time,time_limit_with_certified_interval,aab39a415dde45763eae44360ee17666df5c4949cf7f8b4efec28992422aa24c,balanced_reference,skip_stop,1200.0,,True,600.0,,,,,,,,,,,0.1733144833248816,no total budget remained for required proof pricing,2026-08-25T19:31:28.733384+00:00,,False,1339294.617952,best_upper_bound,1107175.4632218543,certified_lower_bound,623.0556584999431,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,17,reported_objective_units,1339294.617952,35.98204758402426,41482.175095999846,,528.3533046668163,579.0977186247474,1339294.617952,1107175.4632218543,0,,,1339294.617952,905675.1760360006,1339294.617952,1041398.4372189605,1339294.617952,1082717.283455275,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_full_demand_fixed_k_hybrid_screening/policies/skip_stop/k39/five_station_circle_cw_full_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_full_skip_no_wait_headway_b_v0,39,exact_root_column_generation,journey_time,time_limit_with_certified_interval,cab4eb7e2504ed7317598b5c7634c1e31c8d666b011113376c1403cbc5487ff2,balanced_reference,skip_stop,1200.0,,True,600.0,,,,,,,,,,,0.6402715955844084,no total budget remained for required proof pricing,2026-08-25T19:42:15.441333+00:00,,False,2906554.725872,best_upper_bound,1045570.2938845318,certified_lower_bound,646.284968416905,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,15,reported_objective_units,2977586.411136,45.94657187501434,0.0,475.2062971239211,528.9651479158783,587.5353636658983,2906554.725872,1045570.2938845318,3,,,2977586.411136,0.0,2977586.411136,704747.7207839994,2912848.174984,1008842.4236827156,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_half_demand_fixed_k_hybrid_screening/campaign.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,,certified_fixed_k_trajectory_root_cg,journey_time,complete,,balanced_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_half_demand_fixed_k_hybrid_screening/policies/all_stop/k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,exact_root_column_generation,journey_time,integer_optimal,d3929ec55478390271bf0f4ffcf57f733c4387f8fe740e6c0ce14719fb44a7bb,balanced_reference,all_stop,1200.0,,True,600.0,,,,,,,,,,,0.0,,2026-08-25T18:52:51.793211+00:00,,True,635519.9980799999,best_upper_bound,635519.9980799999,certified_lower_bound,1.6691398340044543,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,1,reported_objective_units,635519.9980799999,0.7125123749719933,635519.9980799999,,,0.7125123749719933,635519.9980799999,635519.9980799999,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_half_demand_fixed_k_hybrid_screening/policies/all_stop/k38/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,38,exact_root_column_generation,journey_time,integer_optimal,a3e827da5489840fe679a605e6caad7dc94763ce3f505c94387b74cb151da835,balanced_reference,all_stop,1200.0,,True,600.0,,,,,,,,,,,5.831156170664869e-16,,2026-08-25T18:52:55.695569+00:00,,True,399287.2714079998,best_upper_bound,399287.27140799956,certified_lower_bound,3.886678291950375,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,1,reported_objective_units,399287.2714079998,1.8465792500646785,399287.27140799956,,,1.8465792500646785,399287.2714079998,399287.27140799956,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_half_demand_fixed_k_hybrid_screening/policies/skip_stop/k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,exact_root_column_generation,journey_time,root_lp_certified_with_integer_gap,2c53481066e498cc29ec206e717911f55d1ac30296cdc5cb8ac05139b35fbd01,balanced_reference,skip_stop,1200.0,,True,600.0,,,,,,,,,,,0.16748147152164938,,2026-08-25T19:01:36.692267+00:00,,True,631494.5435760001,best_upper_bound,525730.9081599993,certified_lower_bound,469.081621624995,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,22,reported_objective_units,635519.9980799999,30.526085125049576,7892.728340000031,456.276163790375,425.0753027073806,456.276163790375,631494.5435760001,525730.9081599993,3,,,635519.9980799999,489811.1297662616,635519.9980799999,516874.1187792192,633322.179952,524433.6520109082,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_half_demand_fixed_k_hybrid_screening/policies/skip_stop/k38/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,38,exact_root_column_generation,journey_time,root_lp_certified_with_integer_gap,127b1b26e6d69371080d8cfdbcc58cc3cee1401dcdc9702ee873549fc64e49ca,balanced_reference,skip_stop,1200.0,,True,600.0,,,,,,,,,,,0.16982987772407457,,2026-08-25T19:05:49.193943+00:00,,True,399287.2714079998,best_upper_bound,331476.3629279998,certified_lower_bound,252.2727617090568,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,13,reported_objective_units,399287.2714079998,25.02693087491207,0.0,,245.74284062511288,245.74284062511288,399287.2714079998,331476.3629279998,0,399287.2714079998,0.0,399287.2714079998,283618.287010476,399287.2714079998,309976.5258909998,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_half_demand_fixed_k_hybrid_screening/policies/skip_stop/k39/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,39,exact_root_column_generation,journey_time,root_lp_certified_with_integer_gap,2f82126c06273d2299ab258ca5c5d92acc9d83d829360422f8473c26521cc0f0,balanced_reference,skip_stop,1200.0,,True,600.0,,,,,,,,,,,0.7715347626233309,,2026-08-25T19:12:24.801186+00:00,,True,1381788.484344,best_upper_bound,315690.63407999964,certified_lower_bound,395.2835370829562,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,14,reported_objective_units,1441586.411136,45.57378470909316,0.0,345.1180733338697,383.7525117918849,383.7525117918849,1381788.484344,315690.63407999964,3,,,1441586.411136,0.0,1391869.69844,269849.38659200014,1386877.90008,312336.99678800127,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_half_demand_fixed_k_neighborhood_gate/campaign.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,,certified_fixed_k_trajectory_root_cg,journey_time,running,,balanced_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_half_demand_fixed_k_neighborhood_gate_v2/campaign.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,,certified_fixed_k_trajectory_root_cg,journey_time,complete,,balanced_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_half_demand_fixed_k_neighborhood_gate_v2/policies/skip_stop/k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,exact_root_column_generation,journey_time,root_lp_certified_with_integer_gap,2c53481066e498cc29ec206e717911f55d1ac30296cdc5cb8ac05139b35fbd01,balanced_reference,skip_stop,1200.0,,True,600.0,,,,,,,,,,,0.17275473667498925,,2026-09-02T12:06:43.154201+00:00,,True,635519.9980799999,best_upper_bound,525730.9081599999,certified_lower_bound,278.80242712586187,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,17,reported_objective_units,635519.9980799999,13.648755416972563,7892.728340000031,,274.1001471669879,274.1001471669879,635519.9980799999,525730.9081599999,0,635519.9980799999,414710.54632799956,635519.9980799999,486838.0709720631,635519.9980799999,519962.4812282312,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_half_demand_fixed_k_neighborhood_gate_v2/policies/skip_stop/k39/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,39,exact_root_column_generation,journey_time,root_lp_certified_with_integer_gap,2f82126c06273d2299ab258ca5c5d92acc9d83d829360422f8473c26521cc0f0,balanced_reference,skip_stop,1200.0,,True,600.0,,,,,,,,,,,0.7751289383314859,,2026-09-02T12:17:02.378464+00:00,,True,1403873.987776,best_upper_bound,315690.63407999964,certified_lower_bound,468.97874366585165,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,15,reported_objective_units,1441586.411136,32.77022275002673,0.0,269.32519037253223,455.8581465394236,455.8581465394236,1403873.987776,315690.63407999964,2,,,1441586.411136,0.0,1441586.411136,293311.40849333286,1403873.987776,309408.2472679996,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_fixed_k_screening/campaign.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_v0,,certified_fixed_k_trajectory_root_cg,journey_time,complete,,canonical_rope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_fixed_k_screening/policies/all_stop/k18/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_v0,18,exact_root_column_generation,journey_time,integer_optimal,f2e6b5c877781154ee4e3e424bb561a6394eef8a7117a05717ea823f24197558,canonical_rope,all_stop,1200.0,,True,600.0,,,,,,,,,,,1.7021879777174148e-16,,2026-08-20T14:09:53.560657+00:00,,True,683915.7798719999,best_upper_bound,683915.7798719998,certified_lower_bound,1.9461159990169108,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,1,reported_objective_units,683915.7798719999,0.3016075419727713,683915.7798719998,,,0.3016075419727713,683915.7798719999,683915.7798719998,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_fixed_k_screening/policies/all_stop/k19/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,exact_root_column_generation,journey_time,integer_optimal,b673b1c908405fabdd924803015b81f2f407d745674ee0ada7eee32cd906782b,canonical_rope,all_stop,1200.0,,True,600.0,,,,,,,,,,,0.0,,2026-08-20T14:09:54.224847+00:00,,True,656756.6524960002,best_upper_bound,656756.6524960002,certified_lower_bound,0.6515199590940028,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,1,reported_objective_units,656756.6524960002,0.32915229198988527,656756.6524960002,,,0.32915229198988527,656756.6524960002,656756.6524960002,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_fixed_k_screening/policies/all_stop/k20/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_v0,20,exact_root_column_generation,journey_time,integer_optimal,af057dfd6935618015a8beb6bce38ca76e5dceca79a8add93ec1a76332429e6b,canonical_rope,all_stop,1200.0,,True,600.0,,,,,,,,,,,0.0,,2026-08-20T14:09:54.950248+00:00,,True,633416.7251200007,best_upper_bound,633416.7251200007,certified_lower_bound,0.704694207990542,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,1,reported_objective_units,633416.7251200007,0.35236470808740705,633416.7251200007,,,0.35236470808740705,633416.7251200007,633416.7251200007,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_fixed_k_screening/policies/skip_stop/k18/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_v0,18,exact_root_column_generation,journey_time,root_lp_certified_with_integer_gap,038beb92a0b145cdaaf8f7c2e1dee589576069ebe200dd7d34671565cab274d8,canonical_rope,skip_stop,1200.0,,True,600.0,,,,,,,,,,,0.0005965283542796578,,2026-08-20T14:13:57.331698+00:00,,True,570208.3623680002,best_upper_bound,569868.2169120003,certified_lower_bound,242.35246570792515,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,20,reported_objective_units,683915.7798719999,8.469252791022882,46406.905487999786,238.07369829108939,238.07369829108939,238.07369829108939,570208.3623680002,569868.2169120003,5,683915.7798719999,509666.24423944927,683915.7798719999,526904.9264493949,594788.6532080001,561812.7572951368,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_fixed_k_screening/policies/skip_stop/k19/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,exact_root_column_generation,journey_time,root_lp_certified_with_integer_gap,0c5e2fac84536c14d6743379b2b457ce35c3b9742567def0c788a447ce582c3d,canonical_rope,skip_stop,1200.0,,True,600.0,,,,,,,,,,,0.0005200070521061866,,2026-08-20T14:19:15.917513+00:00,,True,544607.9987840002,best_upper_bound,544324.798783999,certified_lower_bound,318.4464023759356,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,22,reported_objective_units,656756.6524960002,9.570904457941651,0.0,312.4278049590066,312.4278049590066,312.4278049590066,544607.9987840002,544324.798783999,5,656756.6524960002,485347.2490523076,656756.6524960002,495694.248057407,559150.9805760001,538338.3342434065,544896.7987840003,543681.4896719996,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_fixed_k_screening/policies/skip_stop/k20/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_v0,20,exact_root_column_generation,journey_time,root_lp_certified_with_integer_gap,4a84bb4e4def015bf2991cc92a0bcc9fd5d1db0243c7d0d5c80f6f7080712172,canonical_rope,skip_stop,1200.0,,True,600.0,,,,,,,,,,,0.00100400770517546,,2026-08-20T14:24:18.602510+00:00,,True,524153.8897440006,best_upper_bound,523627.63519999996,certified_lower_bound,302.3958493329119,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,21,reported_objective_units,633416.7251200007,9.476650665979832,43101.09184000059,294.93105808389373,294.93105808389373,294.93105808389373,524153.8897440006,523627.63519999996,6,633416.7251200007,484685.5408703999,633416.7251200007,510472.7873039032,546896.5805920004,519024.03535706125,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_diagnostics/five_station_b_skip_stop_k20_cp10m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_diagnostics,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,exact_root_column_generation,journey_time,root_lp_certified_with_integer_gap,da00689042c7ca7fe091cfb722c41b6b2cd599a8ab292384543b571b0c9f4cf1,canonical_rope,skip_stop,1200.0,,True,600.0,,,,,,,,,,,0.21425504596875938,,2026-08-20T15:55:39.401792+00:00,,True,664764.2265600001,best_upper_bound,522335.1366400005,certified_lower_bound,300.73340191692114,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,22,reported_objective_units,664764.2265600001,9.864296291023493,1189.2103999999817,,291.0756125403568,291.0756125403568,664764.2265600001,522335.1366400005,0,664764.2265600001,449025.96829428716,664764.2265600001,476502.8175376005,664764.2265600001,519225.04745066713,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_feasibility/five_station_b_k23_115.json,root.probes.0,ddd_fixed_k_feasibility,diagnostic_case,,23,,,feasible,639353007af3db490f0fde16d90c64085fec074ba1c3cfaf2e89c2e1edbb6843,,,,,,,,,,,,,,,,,,,,,,,,,,14.588192166993394,total_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_feasibility/five_station_b_k23_115.json,root.probes.1,ddd_fixed_k_feasibility,diagnostic_case,,24,,,feasible,4826b5154720a1994d94160fe0425106e7ac4f3c3710daae682fd2715e0de013,,,,,,,,,,,,,,,,,,,,,,,,,,17.27697441598866,total_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_feasibility/five_station_b_k23_115.json,root.probes.2,ddd_fixed_k_feasibility,diagnostic_case,,25,,,feasible,6fe9adb8a7e917ec868a719d0fd2bd209801c4592fcacf51a7ef845b695357c8,,,,,,,,,,,,,,,,,,,,,,,,,,14.900880542001687,total_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
