source,bytes,classification,records
benchmarks/output/ddd_reservation_insertion/followup_cached_scope4/initial.json,1284320,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_cached_scope4/requests.json,10041,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_cached_scope4/result.json,1050,result_or_diagnostic,1
benchmarks/output/ddd_reservation_insertion/followup_cached_scope4_1500ms/config.json,1111571,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_cached_scope4_1500ms/cp_seed.json,1283920,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_cached_scope4_1500ms/incumbent.json,1283931,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_cached_scope4_1500ms/initial.json,1284320,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_cached_scope4_1500ms/requests.json,10041,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_cached_scope4_1500ms/result.json,1553,result_or_diagnostic,1
benchmarks/output/ddd_reservation_insertion/followup_cp_waiting_60s_control/config.json,819,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_cp_waiting_60s_control/incumbent.json,92041,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_cp_waiting_60s_control/result.json,101563,result_or_diagnostic,1
benchmarks/output/ddd_reservation_insertion/followup_final_scope4_250ms/config.json,1111569,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_final_scope4_250ms/cp_seed.json,1283920,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_final_scope4_250ms/incumbent.json,1283931,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_final_scope4_250ms/initial.json,1284320,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_final_scope4_250ms/requests.json,10041,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_final_scope4_250ms/result.json,1938,result_or_diagnostic,1
benchmarks/output/ddd_reservation_insertion/followup_finalist_replay/config.json,1111642,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_finalist_replay/cp_seed.json,1283920,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_finalist_replay/incumbent.json,1283931,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_finalist_replay/initial.json,1284320,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_finalist_replay/requests.json,927,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_finalist_replay/result.json,1905,result_or_diagnostic,1
benchmarks/output/ddd_reservation_insertion/followup_profile_before/config.json,1110581,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_profile_before/incumbent.json,1284320,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_profile_before/initial.json,1284320,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_profile_before/requests.json,3021,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/followup_profile_before/result.json,1048,result_or_diagnostic,1
benchmarks/output/ddd_reservation_insertion/followup_profile_evidence/window_comparison.json,348,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/k39_scope1_beam8_v1/config.json,1110478,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/k39_scope1_beam8_v1/incumbent.json,1283916,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/k39_scope1_beam8_v1/initial.json,1284320,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/k39_scope1_beam8_v1/requests.json,10041,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/k39_scope1_beam8_v1/result.json,1134,result_or_diagnostic,1
benchmarks/output/ddd_reservation_insertion/k39_scope4_beam1_v1/config.json,1110478,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/k39_scope4_beam1_v1/incumbent.json,1284238,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/k39_scope4_beam1_v1/initial.json,1284320,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/k39_scope4_beam1_v1/requests.json,10041,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/k39_scope4_beam1_v1/result.json,1100,result_or_diagnostic,1
benchmarks/output/ddd_reservation_insertion/k39_scope4_beam8_v1/config.json,1110478,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/k39_scope4_beam8_v1/incumbent.json,1283916,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/k39_scope4_beam8_v1/initial.json,1284320,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/k39_scope4_beam8_v1/requests.json,10041,support_or_manifest,0
benchmarks/output/ddd_reservation_insertion/k39_scope4_beam8_v1/result.json,1101,result_or_diagnostic,1
benchmarks/output/ddd_reservoir_arc_flow_gates/reservoir_build_gate/result.json,1894,result_or_diagnostic,1
benchmarks/output/ddd_reservoir_arc_flow_gates/reservoir_no_wait_smoke_10m/incumbent.json,102524764,large_support_artifact_not_loaded,
benchmarks/output/ddd_reservoir_arc_flow_gates/reservoir_no_wait_smoke_10m/result.json,100019,result_or_diagnostic,1
benchmarks/output/ddd_resource_clique_gate_k20_3m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,243184,result_or_diagnostic,1
benchmarks/output/ddd_resource_clique_gate_k39_10m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,80347,result_or_diagnostic,1
benchmarks/output/ddd_resource_clique_gate_k39_arc_pricing_3m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,187305,result_or_diagnostic,1
benchmarks/output/ddd_resource_clique_gate_k39_barrier_3m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,152145,result_or_diagnostic,1
benchmarks/output/ddd_resource_clique_gate_k39_coordinated_200prefs_3m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,151943,result_or_diagnostic,1
benchmarks/output/ddd_resource_clique_gate_k39_coordinated_hint_200prefs_3m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,153830,result_or_diagnostic,1
benchmarks/output/ddd_resource_clique_gate_k39_coordinated_interval3_5m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,261518,result_or_diagnostic,1
benchmarks/output/ddd_resource_clique_gate_k39_multicolumn_5m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,151831,result_or_diagnostic,1
benchmarks/output/ddd_resource_clique_gate_k39_smoke/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,44560,result_or_diagnostic,1
benchmarks/output/ddd_resource_clique_gate_k39_zero_dual_3m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,116121,result_or_diagnostic,1
benchmarks/output/ddd_resource_window_ab20_energy/five_station_circle_cw_half_skip_no_wait_v0.json,435282,result_or_diagnostic,1
benchmarks/output/ddd_resource_window_ab20_energy_fixed/five_station_circle_cw_half_skip_no_wait_v0.json,435274,result_or_diagnostic,1
benchmarks/output/ddd_resource_window_ab20_entry/five_station_circle_cw_half_skip_no_wait_v0.json,435282,result_or_diagnostic,1
benchmarks/output/ddd_resource_window_ab20_off/five_station_circle_cw_half_skip_no_wait_v0.json,434888,result_or_diagnostic,1
benchmarks/output/ddd_resource_window_smoke/five_station_circle_cw_half_skip_no_wait_v0.json,330330,result_or_diagnostic,1
benchmarks/output/ddd_resource_window_smoke_energy_fixed/five_station_circle_cw_half_skip_no_wait_v0.json,330327,result_or_diagnostic,1
benchmarks/output/ddd_timed_flow_cover_smoke/five_station_circle_cw_half_skip_no_wait_v0.json,8146,result_or_diagnostic,1
benchmarks/output/ddd_timed_flow_cover_smoke2/five_station_circle_cw_half_skip_no_wait_v0.json,12457,result_or_diagnostic,1
benchmarks/output/ddd_timed_flow_cover_smoke5/five_station_circle_cw_half_skip_no_wait_v0.json,7374,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_ab_20260814/five_diversified10_off/five_station_circle_cw_half_skip_no_wait_v0.json,391525,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_ab_20260814/five_diversified10_restricted/five_station_circle_cw_half_skip_no_wait_v0.json,394499,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_ab_20260814/five_diversified_off/five_station_circle_cw_half_skip_no_wait_v0.json,314444,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_ab_20260814/five_diversified_restricted/five_station_circle_cw_half_skip_no_wait_v0.json,315802,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_ab_20260814/five_k19_off/five_station_circle_cw_half_skip_no_wait_v0.json,390712,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_ab_20260814/five_k19_restricted/five_station_circle_cw_half_skip_no_wait_v0.json,391017,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_ab_20260814/three_diversified/three_station_half_no_skip_no_wait_v0.json,282299,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_ab_20260814/three_off/three_station_half_no_skip_no_wait_v0.json,340929,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_ab_20260814/three_restricted/three_station_half_no_skip_no_wait_v0.json,341226,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_bound_reference/matrix/three_station_exhaustive_trajectory_bound_v0__k3__h500__journey_time.json,1798,support_or_manifest,0
benchmarks/output/ddd_trajectory_bound_reference/matrix/three_station_exhaustive_trajectory_bound_v0__k3__h500__waiting_time.json,1802,support_or_manifest,0
benchmarks/output/ddd_trajectory_bound_reference/matrix/three_station_exhaustive_trajectory_bound_v0__k4__h500__journey_time.json,1814,support_or_manifest,0
benchmarks/output/ddd_trajectory_bound_reference/matrix/three_station_exhaustive_trajectory_bound_v0__k4__h500__waiting_time.json,1813,support_or_manifest,0
benchmarks/output/ddd_trajectory_bound_reference/smoke/three_station_exhaustive_trajectory_bound_v0__k3__h250__journey_time.json,1798,support_or_manifest,0
benchmarks/output/ddd_trajectory_phase2_20260814/five_lp/five_station_circle_cw_half_skip_no_wait_v0.json,317085,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_phase2_20260814/five_lp_complete_rows/five_station_circle_cw_half_skip_no_wait_v0.json,318297,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_phase2_20260814/five_lp_final/five_station_circle_cw_half_skip_no_wait_v0.json,318292,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_phase3_20260814/priced/five_station_circle_cw_half_skip_no_wait_v0.json,57466,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_phase3_20260814/priced_30s/five_station_circle_cw_half_skip_no_wait_v0.json,57478,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_phase3_20260814/priced_8w/five_station_circle_cw_half_skip_no_wait_v0.json,346766,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_phase3_20260814/priced_8w_resolved/five_station_circle_cw_half_skip_no_wait_v0.json,341031,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_phase3_20260814/restricted_8w/five_station_circle_cw_half_skip_no_wait_v0.json,319983,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/certified_gap_focus_10r/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,113636,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/five_station_smoke/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,1254,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/five_station_smoke_binary/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,1270,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/five_station_smoke_bound/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,1267,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/five_station_smoke_incumbent/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,1298,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/five_station_two_rounds/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,1997,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/frozen_rmp_barrier_2s/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,12236,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/frozen_rmp_conditional_tight_default_2s/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,12220,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/frozen_rmp_default_2s/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,12195,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/frozen_rmp_tight_barrier_2s/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,12283,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/frozen_rmp_tight_default_2s/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,12225,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/frozen_rmp_tight_default_5s/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,12220,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/frozen_rmp_time_expanded_default_2s/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,12241,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/full_cabins_skip_no_wait_30r/five_station_circle_cw_full_skip_no_wait_v0__journey_time.checkpoint.json,14269059,support_or_manifest,0
benchmarks/output/ddd_trajectory_root_cg/full_cabins_skip_no_wait_30r/five_station_circle_cw_full_skip_no_wait_v0__journey_time.json,406808,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/full_cabins_skip_no_wait_headway_b_30r/five_station_circle_cw_full_skip_no_wait_headway_b_v0__journey_time.checkpoint.json,19210049,support_or_manifest,0
benchmarks/output/ddd_trajectory_root_cg/full_cabins_skip_no_wait_headway_b_30r/five_station_circle_cw_full_skip_no_wait_headway_b_v0__journey_time.json,405328,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/full_cabins_skip_no_wait_headway_b_reduced_17r/five_station_circle_cw_full_skip_no_wait_headway_b_v0__journey_time.checkpoint.json,16548842,support_or_manifest,0
benchmarks/output/ddd_trajectory_root_cg/full_cabins_skip_no_wait_headway_b_reduced_17r/five_station_circle_cw_full_skip_no_wait_headway_b_v0__journey_time.json,405157,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/k4_h500/three_station_exhaustive_trajectory_bound_v0__journey_time.json,1953,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/oip_b_k19_pair_only_diagnostic/checkpoint.json,3335650,support_or_manifest,0
benchmarks/output/ddd_trajectory_root_cg/oip_b_k19_retained_classes_8/five_station_circle_cw_full_skip_no_wait_headway_b_v0__journey_time.checkpoint.json,6095844,support_or_manifest,0
benchmarks/output/ddd_trajectory_root_cg/oip_b_k19_retained_classes_8/five_station_circle_cw_full_skip_no_wait_headway_b_v0__journey_time.json,125577,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/oip_b_k19_shared_fair_8/checkpoint.json,6128414,support_or_manifest,0
benchmarks/output/ddd_trajectory_root_cg/oip_b_k19_shared_fair_8/five_station_circle_cw_full_skip_no_wait_headway_b_v0__journey_time.json,124692,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/oip_b_k19_shared_fair_smoke/five_station_circle_cw_full_skip_no_wait_headway_b_v0__journey_time.json,23492,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/oip_b_k19_shared_primal_4/checkpoint.json,3536093,support_or_manifest,0
benchmarks/output/ddd_trajectory_root_cg/oip_b_k19_shared_primal_4/five_station_circle_cw_full_skip_no_wait_headway_b_v0__journey_time.json,67274,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/passenger_flow_10r/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,67251,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/passenger_flow_1r/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,11872,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/passenger_flow_pair_only_10r/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,111455,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/passenger_flow_pair_only_30r/five_station_circle_cw_half_skip_no_wait_v0__journey_time.checkpoint.json,8263280,support_or_manifest,0
benchmarks/output/ddd_trajectory_root_cg/passenger_flow_pair_only_30r/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,234902,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/pricing_focus0_5s_1r/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,12164,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/pricing_focus3_5s_1r/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,12128,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/relative_oip_gate_compact_1/five_station_circle_cw_full_skip_no_wait_headway_b_v0__journey_time.json,26552,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/relative_oip_gate_compact_fixed_1/five_station_circle_cw_full_skip_no_wait_headway_b_v0__journey_time.json,26618,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/relative_oip_gate_relative_1/five_station_circle_cw_full_skip_no_wait_headway_b_v0__journey_time.json,25700,result_or_diagnostic,1
benchmarks/output/ddd_trajectory_root_cg/relative_oip_gate_relative_180s_1/five_station_circle_cw_full_skip_no_wait_headway_b_v0__journey_time.json,25732,result_or_diagnostic,1
